Län,Kommun,År,Value,Emission type
Alla,Alla,1990,71428872.2735296,Växthusgaser totalt
Blekinge län,Alla,1990,977891.793321004,Växthusgaser totalt
Blekinge län,Karlshamn,1990,254432.826718224,Växthusgaser totalt
Blekinge län,Karlskrona,1990,339240.89373305,Växthusgaser totalt
Blekinge län,Olofström,1990,83843.5289511732,Växthusgaser totalt
Blekinge län,Ronneby,1990,191758.19999792,Växthusgaser totalt
Blekinge län,Sölvesborg,1990,108616.303445983,Växthusgaser totalt
Dalarnas län,Alla,1990,2391295.78458377,Växthusgaser totalt
Dalarnas län,Avesta,1990,315573.369383345,Växthusgaser totalt
Dalarnas län,Borlänge,1990,539655.045147242,Växthusgaser totalt
Dalarnas län,Falun,1990,237161.476618844,Växthusgaser totalt
Dalarnas län,Gagnef,1990,55156.5883026936,Växthusgaser totalt
Dalarnas län,Hedemora,1990,120139.611730174,Växthusgaser totalt
Dalarnas län,Leksand,1990,93923.9637254833,Växthusgaser totalt
Dalarnas län,Ludvika,1990,198839.471917888,Växthusgaser totalt
Dalarnas län,Malung-Sälen,1990,81067.1961322139,Växthusgaser totalt
Dalarnas län,Mora,1990,123020.661800774,Växthusgaser totalt
Dalarnas län,Orsa,1990,37748.0987697829,Växthusgaser totalt
Dalarnas län,Rättvik,1990,198681.443838222,Växthusgaser totalt
Dalarnas län,Smedjebacken,1990,166842.305817796,Växthusgaser totalt
Dalarnas län,Säter,1990,81700.3757093594,Växthusgaser totalt
Dalarnas län,Vansbro,1990,63876.7508274313,Växthusgaser totalt
Dalarnas län,Älvdalen,1990,77909.4159938135,Växthusgaser totalt
Gotlands län,Alla,1990,2287546.76824988,Växthusgaser totalt
Gotlands län,Gotland,1990,2287546.76824988,Växthusgaser totalt
Gävleborgs län,Alla,1990,2187546.90912472,Växthusgaser totalt
Gävleborgs län,Bollnäs,1990,172541.672499137,Växthusgaser totalt
Gävleborgs län,Gävle,1990,602736.959988709,Växthusgaser totalt
Gävleborgs län,Hofors,1990,160610.557536753,Växthusgaser totalt
Gävleborgs län,Hudiksvall,1990,406929.633034798,Växthusgaser totalt
Gävleborgs län,Ljusdal,1990,168876.880312868,Växthusgaser totalt
Gävleborgs län,Nordanstig,1990,90839.4462103085,Växthusgaser totalt
Gävleborgs län,Ockelbo,1990,42627.9630836604,Växthusgaser totalt
Gävleborgs län,Ovanåker,1990,74088.7809257968,Växthusgaser totalt
Gävleborgs län,Sandviken,1990,258626.892104363,Växthusgaser totalt
Gävleborgs län,Söderhamn,1990,209668.096380856,Växthusgaser totalt
Hallands län,Alla,1990,2285642.74325101,Växthusgaser totalt
Hallands län,Falkenberg,1990,349836.664666302,Växthusgaser totalt
Hallands län,Halmstad,1990,727007.420379623,Växthusgaser totalt
Hallands län,Hylte,1990,230348.143354239,Växthusgaser totalt
Hallands län,Kungsbacka,1990,300687.546863682,Växthusgaser totalt
Hallands län,Laholm,1990,275434.783435236,Växthusgaser totalt
Hallands län,Varberg,1990,402328.278734696,Växthusgaser totalt
Jämtlands län,Alla,1990,1124020.5161518,Växthusgaser totalt
Jämtlands län,Berg,1990,97367.4500527001,Växthusgaser totalt
Jämtlands län,Bräcke,1990,75177.8513200776,Växthusgaser totalt
Jämtlands län,Härjedalen,1990,155807.328718997,Växthusgaser totalt
Jämtlands län,Krokom,1990,118297.819345636,Växthusgaser totalt
Jämtlands län,Ragunda,1990,63484.0419740901,Växthusgaser totalt
Jämtlands län,Strömsund,1990,147330.235872591,Växthusgaser totalt
Jämtlands län,Åre,1990,117717.8174092,Växthusgaser totalt
Jämtlands län,Östersund,1990,348838.057185735,Växthusgaser totalt
Jönköpings län,Alla,1990,2192446.99734563,Växthusgaser totalt
Jönköpings län,Aneby,1990,62716.8822859859,Växthusgaser totalt
Jönköpings län,Eksjö,1990,132666.680994457,Växthusgaser totalt
Jönköpings län,Gislaved,1990,176271.638923839,Växthusgaser totalt
Jönköpings län,Gnosjö,1990,59778.948824189,Växthusgaser totalt
Jönköpings län,Habo,1990,71110.353095963,Växthusgaser totalt
Jönköpings län,Jönköping,1990,683227.266307305,Växthusgaser totalt
Jönköpings län,Mullsjö,1990,34048.847233554,Växthusgaser totalt
Jönköpings län,Nässjö,1990,188231.856554863,Växthusgaser totalt
Jönköpings län,Sävsjö,1990,87598.9923620649,Växthusgaser totalt
Jönköpings län,Tranås,1990,85793.324018257,Växthusgaser totalt
Jönköpings län,Vaggeryd,1990,130734.938021041,Växthusgaser totalt
Jönköpings län,Vetlanda,1990,236512.49671715,Växthusgaser totalt
Jönköpings län,Värnamo,1990,243754.737559059,Växthusgaser totalt
Kalmar län,Alla,1990,2098941.22720738,Växthusgaser totalt
Kalmar län,Borgholm,1990,167948.474434748,Växthusgaser totalt
Kalmar län,Emmaboda,1990,73491.4495207153,Växthusgaser totalt
Kalmar län,Hultsfred,1990,157323.243302044,Växthusgaser totalt
Kalmar län,Högsby,1990,64659.9074137833,Växthusgaser totalt
Kalmar län,Kalmar,1990,410174.120956274,Växthusgaser totalt
Kalmar län,Mönsterås,1990,110003.183629011,Växthusgaser totalt
Kalmar län,Mörbylånga,1990,302766.630227606,Växthusgaser totalt
Kalmar län,Nybro,1990,127268.197945649,Växthusgaser totalt
Kalmar län,Oskarshamn,1990,185717.823798056,Växthusgaser totalt
Kalmar län,Torsås,1990,76744.8370152539,Växthusgaser totalt
Kalmar län,Vimmerby,1990,134520.661799536,Växthusgaser totalt
Kalmar län,Västervik,1990,288322.716201951,Växthusgaser totalt
Kronobergs län,Alla,1990,1489602.87383495,Växthusgaser totalt
Kronobergs län,Alvesta,1990,158609.606936639,Växthusgaser totalt
Kronobergs län,Lessebo,1990,76024.5718096396,Växthusgaser totalt
Kronobergs län,Ljungby,1990,268445.258474496,Växthusgaser totalt
Kronobergs län,Markaryd,1990,148203.398125241,Växthusgaser totalt
Kronobergs län,Tingsryd,1990,125208.35864604,Växthusgaser totalt
Kronobergs län,Uppvidinge,1990,90962.8554827274,Växthusgaser totalt
Kronobergs län,Växjö,1990,478409.801187788,Växthusgaser totalt
Kronobergs län,Älmhult,1990,143739.038583538,Växthusgaser totalt
Norrbottens län,Alla,1990,5143830.4791391,Växthusgaser totalt
Norrbottens län,Arjeplog,1990,49907.8885373935,Växthusgaser totalt
Norrbottens län,Arvidsjaur,1990,56288.6653132585,Växthusgaser totalt
Norrbottens län,Boden,1990,165136.382927243,Växthusgaser totalt
Norrbottens län,Gällivare,1990,361897.827280626,Växthusgaser totalt
Norrbottens län,Haparanda,1990,82370.3009183142,Växthusgaser totalt
Norrbottens län,Jokkmokk,1990,96595.8296998937,Växthusgaser totalt
Norrbottens län,Kalix,1990,200842.746431057,Växthusgaser totalt
Norrbottens län,Kiruna,1990,298509.490427684,Växthusgaser totalt
Norrbottens län,Luleå,1990,3170204.34853074,Växthusgaser totalt
Norrbottens län,Pajala,1990,73104.2642956611,Växthusgaser totalt
Norrbottens län,Piteå,1990,414219.685481494,Växthusgaser totalt
Norrbottens län,Älvsbyn,1990,57377.5701237593,Växthusgaser totalt
Norrbottens län,Överkalix,1990,52385.3638003372,Växthusgaser totalt
Norrbottens län,Övertorneå,1990,64990.6058380603,Växthusgaser totalt
Skåne län,Alla,1990,8528885.02362037,Växthusgaser totalt
Skåne län,Bjuv,1990,174839.691549492,Växthusgaser totalt
Skåne län,Bromölla,1990,136561.634482484,Växthusgaser totalt
Skåne län,Burlöv,1990,186316.312268086,Växthusgaser totalt
Skåne län,Båstad,1990,163132.613124773,Växthusgaser totalt
Skåne län,Eslöv,1990,309869.94117678,Växthusgaser totalt
Skåne län,Helsingborg,1990,1115957.9234314,Växthusgaser totalt
Skåne län,Hässleholm,1990,407128.32412398,Växthusgaser totalt
Skåne län,Höganäs,1990,255152.67336171,Växthusgaser totalt
Skåne län,Hörby,1990,154364.569286167,Växthusgaser totalt
Skåne län,Höör,1990,102549.253588959,Växthusgaser totalt
Skåne län,Klippan,1990,218591.064199476,Växthusgaser totalt
Skåne län,Kristianstad,1990,625499.492786794,Växthusgaser totalt
Skåne län,Kävlinge,1990,138481.561637251,Växthusgaser totalt
Skåne län,Landskrona,1990,480081.764304787,Växthusgaser totalt
Skåne län,Lomma,1990,118706.864978737,Växthusgaser totalt
Skåne län,Lund,1990,324263.603918954,Växthusgaser totalt
Skåne län,Malmö,1990,1276179.76028391,Växthusgaser totalt
Skåne län,Osby,1990,80588.7435466478,Växthusgaser totalt
Skåne län,Perstorp,1990,148633.586603925,Växthusgaser totalt
Skåne län,Simrishamn,1990,157192.515653386,Växthusgaser totalt
Skåne län,Sjöbo,1990,166727.691497803,Växthusgaser totalt
Skåne län,Skurup,1990,78410.7933961009,Växthusgaser totalt
Skåne län,Staffanstorp,1990,111842.804237027,Växthusgaser totalt
Skåne län,Svalöv,1990,118411.884883613,Växthusgaser totalt
Skåne län,Svedala,1990,141573.189480062,Växthusgaser totalt
Skåne län,Tomelilla,1990,143687.019925386,Växthusgaser totalt
Skåne län,Trelleborg,1990,256580.886985057,Växthusgaser totalt
Skåne län,Vellinge,1990,109071.601705584,Växthusgaser totalt
Skåne län,Ystad,1990,270551.200901392,Växthusgaser totalt
Skåne län,Åstorp,1990,88653.0218913924,Växthusgaser totalt
Skåne län,Ängelholm,1990,267036.565662108,Växthusgaser totalt
Skåne län,Örkelljunga,1990,92519.6748512845,Växthusgaser totalt
Skåne län,Östra Göinge,1990,109726.9795817,Växthusgaser totalt
Stockholms län,Alla,1990,7265412.48675928,Växthusgaser totalt
Stockholms län,Botkyrka,1990,358968.354266039,Växthusgaser totalt
Stockholms län,Danderyd,1990,103912.523184218,Växthusgaser totalt
Stockholms län,Ekerö,1990,100464.787165449,Växthusgaser totalt
Stockholms län,Haninge,1990,219438.404297543,Växthusgaser totalt
Stockholms län,Huddinge,1990,348053.756761708,Växthusgaser totalt
Stockholms län,Järfälla,1990,124998.931382865,Växthusgaser totalt
Stockholms län,Lidingö,1990,104383.801787959,Växthusgaser totalt
Stockholms län,Nacka,1990,186710.889866606,Växthusgaser totalt
Stockholms län,Norrtälje,1990,417229.6302128,Växthusgaser totalt
Stockholms län,Nykvarn,1990,48936.4473328698,Växthusgaser totalt
Stockholms län,Nynäshamn,1990,218520.721132933,Växthusgaser totalt
Stockholms län,Salem,1990,56981.4788200804,Växthusgaser totalt
Stockholms län,Sigtuna,1990,424911.355732387,Växthusgaser totalt
Stockholms län,Sollentuna,1990,196686.727489577,Växthusgaser totalt
Stockholms län,Solna,1990,201907.956851141,Växthusgaser totalt
Stockholms län,Stockholm,1990,2149709.761763,Växthusgaser totalt
Stockholms län,Sundbyberg,1990,46204.0402753833,Växthusgaser totalt
Stockholms län,Södertälje,1990,776806.277205942,Växthusgaser totalt
Stockholms län,Tyresö,1990,58747.3415347871,Växthusgaser totalt
Stockholms län,Täby,1990,184758.126413858,Växthusgaser totalt
Stockholms län,Upplands-Bro,1990,194652.122987963,Växthusgaser totalt
Stockholms län,Upplands Väsby,1990,118242.605050613,Växthusgaser totalt
Stockholms län,Vallentuna,1990,205389.594418783,Växthusgaser totalt
Stockholms län,Vaxholm,1990,39266.6565020662,Växthusgaser totalt
Stockholms län,Värmdö,1990,212868.213796136,Växthusgaser totalt
Stockholms län,Österåker,1990,166661.945811235,Växthusgaser totalt
Södermanlands län,Alla,1990,4188650.49237303,Växthusgaser totalt
Södermanlands län,Eskilstuna,1990,460046.938510785,Växthusgaser totalt
Södermanlands län,Flen,1990,135090.627000169,Växthusgaser totalt
Södermanlands län,Gnesta,1990,66631.9452419981,Växthusgaser totalt
Södermanlands län,Katrineholm,1990,282796.315587388,Växthusgaser totalt
Södermanlands län,Nyköping,1990,595258.928190191,Växthusgaser totalt
Södermanlands län,Oxelösund,1990,2296485.06138064,Växthusgaser totalt
Södermanlands län,Strängnäs,1990,182848.02440569,Växthusgaser totalt
Södermanlands län,Trosa,1990,83448.2122450551,Växthusgaser totalt
Södermanlands län,Vingåker,1990,86044.2820009091,Växthusgaser totalt
Uppsala län,Alla,1990,2180462.33882585,Växthusgaser totalt
Uppsala län,Enköping,1990,322628.173086758,Växthusgaser totalt
Uppsala län,Heby,1990,133267.565151855,Växthusgaser totalt
Uppsala län,Håbo,1990,107718.8546663,Växthusgaser totalt
Uppsala län,Knivsta,1990,94034.8399750104,Växthusgaser totalt
Uppsala län,Tierp,1990,210964.20482459,Växthusgaser totalt
Uppsala län,Uppsala,1990,990668.296348601,Växthusgaser totalt
Uppsala län,Älvkarleby,1990,110278.025777675,Växthusgaser totalt
Uppsala län,Östhammar,1990,210902.480794005,Växthusgaser totalt
Värmlands län,Alla,1990,2245827.76249837,Växthusgaser totalt
Värmlands län,Arvika,1990,167408.115076626,Växthusgaser totalt
Värmlands län,Eda,1990,85101.2442924288,Växthusgaser totalt
Värmlands län,Filipstad,1990,100057.572645065,Växthusgaser totalt
Värmlands län,Forshaga,1990,57665.6999060592,Växthusgaser totalt
Värmlands län,Grums,1990,126479.616545578,Växthusgaser totalt
Värmlands län,Hagfors,1990,164303.474511866,Växthusgaser totalt
Värmlands län,Hammarö,1990,146461.932487642,Växthusgaser totalt
Värmlands län,Karlstad,1990,497359.666520607,Växthusgaser totalt
Värmlands län,Kil,1990,79309.1958782493,Växthusgaser totalt
Värmlands län,Kristinehamn,1990,191242.401742004,Växthusgaser totalt
Värmlands län,Munkfors,1990,27588.6080508372,Växthusgaser totalt
Värmlands län,Storfors,1990,42652.109093143,Växthusgaser totalt
Värmlands län,Sunne,1990,141890.155413339,Växthusgaser totalt
Värmlands län,Säffle,1990,201899.115997726,Växthusgaser totalt
Värmlands län,Torsby,1990,119843.988701485,Växthusgaser totalt
Värmlands län,Årjäng,1990,96564.9129164505,Växthusgaser totalt
Västerbottens län,Alla,1990,1861411.02150618,Växthusgaser totalt
Västerbottens län,Bjurholm,1990,27459.3504177763,Växthusgaser totalt
Västerbottens län,Dorotea,1990,27764.2665757112,Växthusgaser totalt
Västerbottens län,Lycksele,1990,90747.049946249,Växthusgaser totalt
Västerbottens län,Malå,1990,17667.9186323217,Växthusgaser totalt
Västerbottens län,Nordmaling,1990,83036.0783532336,Växthusgaser totalt
Västerbottens län,Norsjö,1990,33452.7236230454,Växthusgaser totalt
Västerbottens län,Robertsfors,1990,83932.8683424884,Växthusgaser totalt
Västerbottens län,Skellefteå,1990,693519.794319682,Växthusgaser totalt
Västerbottens län,Sorsele,1990,26258.3685409111,Växthusgaser totalt
Västerbottens län,Storuman,1990,76509.5518391213,Växthusgaser totalt
Västerbottens län,Umeå,1990,474348.777646324,Växthusgaser totalt
Västerbottens län,Vilhelmina,1990,70079.8683276279,Växthusgaser totalt
Västerbottens län,Vindeln,1990,54690.2021245087,Växthusgaser totalt
Västerbottens län,Vännäs,1990,46022.6581223731,Växthusgaser totalt
Västerbottens län,Åsele,1990,55921.5752961935,Växthusgaser totalt
Västernorrlands län,Alla,1990,2923344.16165371,Växthusgaser totalt
Västernorrlands län,Härnösand,1990,238099.088204697,Växthusgaser totalt
Västernorrlands län,Kramfors,1990,210053.53798275,Växthusgaser totalt
Västernorrlands län,Sollefteå,1990,180015.423475543,Växthusgaser totalt
Västernorrlands län,Sundsvall,1990,1202648.22113406,Växthusgaser totalt
Västernorrlands län,Timrå,1990,144366.895322106,Växthusgaser totalt
Västernorrlands län,Ånge,1990,183471.814861069,Växthusgaser totalt
Västernorrlands län,Örnsköldsvik,1990,764689.301464159,Växthusgaser totalt
Västmanlands län,Alla,1990,2421341.78196141,Växthusgaser totalt
Västmanlands län,Arboga,1990,83347.5118996339,Växthusgaser totalt
Västmanlands län,Fagersta,1990,102549.185570013,Växthusgaser totalt
Västmanlands län,Hallstahammar,1990,84783.2168910739,Växthusgaser totalt
Västmanlands län,Kungsör,1990,65658.2092078262,Växthusgaser totalt
Västmanlands län,Köping,1990,708123.463465211,Växthusgaser totalt
Västmanlands län,Norberg,1990,43517.0145326152,Växthusgaser totalt
Västmanlands län,Sala,1990,205737.35669286,Växthusgaser totalt
Västmanlands län,Skinnskatteberg,1990,43983.7857704412,Växthusgaser totalt
Västmanlands län,Surahammar,1990,69924.3099021204,Växthusgaser totalt
Västmanlands län,Västerås,1990,1013717.88533171,Växthusgaser totalt
Västra Götalands län,Alla,1990,12080960.8975928,Växthusgaser totalt
Västra Götalands län,Ale,1990,122822.520866514,Växthusgaser totalt
Västra Götalands län,Alingsås,1990,171564.52171095,Växthusgaser totalt
Västra Götalands län,Bengtsfors,1990,115959.414654225,Växthusgaser totalt
Västra Götalands län,Bollebygd,1990,48414.0004065933,Växthusgaser totalt
Västra Götalands län,Borås,1990,450974.774517696,Växthusgaser totalt
Västra Götalands län,Dals-Ed,1990,43626.6986303842,Växthusgaser totalt
Västra Götalands län,Essunga,1990,52104.9516631474,Växthusgaser totalt
Västra Götalands län,Falköping,1990,306021.786609485,Växthusgaser totalt
Västra Götalands län,Färgelanda,1990,64816.5554283862,Växthusgaser totalt
Västra Götalands län,Grästorp,1990,59277.6286794498,Växthusgaser totalt
Västra Götalands län,Gullspång,1990,58824.9394092245,Växthusgaser totalt
Västra Götalands län,Göteborg,1990,2506117.58330664,Växthusgaser totalt
Västra Götalands län,Götene,1990,168092.55004013,Växthusgaser totalt
Västra Götalands län,Herrljunga,1990,98492.067328229,Växthusgaser totalt
Västra Götalands län,Hjo,1990,65824.2183761026,Växthusgaser totalt
Västra Götalands län,Härryda,1990,185733.627205959,Växthusgaser totalt
Västra Götalands län,Karlsborg,1990,46380.1324854351,Växthusgaser totalt
Västra Götalands län,Kungälv,1990,175901.543660751,Växthusgaser totalt
Västra Götalands län,Lerum,1990,130694.767787354,Växthusgaser totalt
Västra Götalands län,Lidköping,1990,238370.010587844,Växthusgaser totalt
Västra Götalands län,Lilla Edet,1990,88151.9775353097,Växthusgaser totalt
Västra Götalands län,Lysekil,1990,1260548.74520456,Växthusgaser totalt
Västra Götalands län,Mariestad,1990,167961.339614327,Växthusgaser totalt
Västra Götalands län,Mark,1990,209673.176114597,Växthusgaser totalt
Västra Götalands län,Mellerud,1990,113382.227327595,Växthusgaser totalt
Västra Götalands län,Munkedal,1990,124289.283513398,Växthusgaser totalt
Västra Götalands län,Mölndal,1990,338598.173161251,Växthusgaser totalt
Västra Götalands län,Orust,1990,102894.802534169,Växthusgaser totalt
Västra Götalands län,Partille,1990,76791.0205563596,Växthusgaser totalt
Västra Götalands län,Skara,1990,191579.286235432,Växthusgaser totalt
Västra Götalands län,Skövde,1990,866490.52566161,Växthusgaser totalt
Västra Götalands län,Sotenäs,1990,59778.843107609,Växthusgaser totalt
Västra Götalands län,Stenungsund,1990,793708.133857207,Växthusgaser totalt
Västra Götalands län,Strömstad,1990,99768.9914987456,Växthusgaser totalt
Västra Götalands län,Svenljunga,1990,99980.7686305658,Växthusgaser totalt
Västra Götalands län,Tanum,1990,162175.258916455,Växthusgaser totalt
Västra Götalands län,Tibro,1990,59421.643456397,Växthusgaser totalt
Västra Götalands län,Tidaholm,1990,101544.794837831,Växthusgaser totalt
Västra Götalands län,Tjörn,1990,98056.2489505567,Växthusgaser totalt
Västra Götalands län,Tranemo,1990,125732.440537918,Växthusgaser totalt
Västra Götalands län,Trollhättan,1990,323148.827875596,Växthusgaser totalt
Västra Götalands län,Töreboda,1990,93561.6129969557,Växthusgaser totalt
Västra Götalands län,Uddevalla,1990,301512.599212733,Växthusgaser totalt
Västra Götalands län,Ulricehamn,1990,194057.62675683,Växthusgaser totalt
Västra Götalands län,Vara,1990,165985.141754864,Växthusgaser totalt
Västra Götalands län,Vårgårda,1990,95655.9278256102,Växthusgaser totalt
Västra Götalands län,Vänersborg,1990,467513.233431919,Växthusgaser totalt
Västra Götalands län,Åmål,1990,113866.768030257,Växthusgaser totalt
Västra Götalands län,Öckerö,1990,75117.395998573,Växthusgaser totalt
Örebro län,Alla,1990,2283799.04708878,Växthusgaser totalt
Örebro län,Askersund,1990,166078.136313039,Växthusgaser totalt
Örebro län,Degerfors,1990,90811.7290865834,Växthusgaser totalt
Örebro län,Hallsberg,1990,112988.378938904,Växthusgaser totalt
Örebro län,Hällefors,1990,105118.181043017,Växthusgaser totalt
Örebro län,Karlskoga,1990,311579.033045077,Växthusgaser totalt
Örebro län,Kumla,1990,177757.643162408,Växthusgaser totalt
Örebro län,Laxå,1990,98985.8462774813,Växthusgaser totalt
Örebro län,Lekeberg,1990,52324.7764317775,Växthusgaser totalt
Örebro län,Lindesberg,1990,243349.4932052,Växthusgaser totalt
Örebro län,Ljusnarsberg,1990,59425.0412578864,Växthusgaser totalt
Örebro län,Nora,1990,56519.6310205634,Växthusgaser totalt
Örebro län,Örebro,1990,808861.155330356,Växthusgaser totalt
Östergötlands län,Alla,1990,3050243.12009112,Växthusgaser totalt
Östergötlands län,Boxholm,1990,76866.8628909719,Växthusgaser totalt
Östergötlands län,Finspång,1990,127148.469664178,Växthusgaser totalt
Östergötlands län,Kinda,1990,116880.877980387,Växthusgaser totalt
Östergötlands län,Linköping,1990,1205983.85606373,Växthusgaser totalt
Östergötlands län,Mjölby,1990,179817.218726156,Växthusgaser totalt
Östergötlands län,Motala,1990,214862.233587131,Växthusgaser totalt
Östergötlands län,Norrköping,1990,650855.107299201,Växthusgaser totalt
Östergötlands län,Söderköping,1990,109162.857201888,Växthusgaser totalt
Östergötlands län,Vadstena,1990,57757.7413847124,Växthusgaser totalt
Östergötlands län,Valdemarsvik,1990,94021.1652166176,Växthusgaser totalt
Östergötlands län,Ydre,1990,50750.3748160289,Växthusgaser totalt
Östergötlands län,Åtvidaberg,1990,78218.7660954195,Växthusgaser totalt
Östergötlands län,Ödeshög,1990,87917.6954890879,Växthusgaser totalt
Alla,Alla,2000,68384534.9724246,Växthusgaser totalt
Blekinge län,Alla,2000,960525.499182062,Växthusgaser totalt
Blekinge län,Karlshamn,2000,274776.496857943,Växthusgaser totalt
Blekinge län,Karlskrona,2000,319916.124572542,Växthusgaser totalt
Blekinge län,Olofström,2000,78552.2908535563,Växthusgaser totalt
Blekinge län,Ronneby,2000,190599.111366706,Växthusgaser totalt
Blekinge län,Sölvesborg,2000,96681.5132666958,Växthusgaser totalt
Dalarnas län,Alla,2000,2381252.888329,Växthusgaser totalt
Dalarnas län,Avesta,2000,346258.115173075,Växthusgaser totalt
Dalarnas län,Borlänge,2000,604345.029651997,Växthusgaser totalt
Dalarnas län,Falun,2000,259733.328622371,Växthusgaser totalt
Dalarnas län,Gagnef,2000,53650.3274474764,Växthusgaser totalt
Dalarnas län,Hedemora,2000,109879.14478254,Växthusgaser totalt
Dalarnas län,Leksand,2000,89757.8046718399,Växthusgaser totalt
Dalarnas län,Ludvika,2000,131917.436808436,Växthusgaser totalt
Dalarnas län,Malung-Sälen,2000,77198.4876205613,Växthusgaser totalt
Dalarnas län,Mora,2000,116238.447235482,Växthusgaser totalt
Dalarnas län,Orsa,2000,36297.9847148,Växthusgaser totalt
Dalarnas län,Rättvik,2000,224768.1779149,Växthusgaser totalt
Dalarnas län,Smedjebacken,2000,112982.216621951,Växthusgaser totalt
Dalarnas län,Säter,2000,81716.8568595643,Växthusgaser totalt
Dalarnas län,Vansbro,2000,61414.3493499592,Växthusgaser totalt
Dalarnas län,Älvdalen,2000,75095.1334813436,Växthusgaser totalt
Gotlands län,Alla,2000,2372994.80967848,Växthusgaser totalt
Gotlands län,Gotland,2000,2372994.80967848,Växthusgaser totalt
Gävleborgs län,Alla,2000,2153228.58217006,Växthusgaser totalt
Gävleborgs län,Bollnäs,2000,176357.218232101,Växthusgaser totalt
Gävleborgs län,Gävle,2000,532405.279917794,Växthusgaser totalt
Gävleborgs län,Hofors,2000,153810.196036641,Växthusgaser totalt
Gävleborgs län,Hudiksvall,2000,421930.707946768,Växthusgaser totalt
Gävleborgs län,Ljusdal,2000,163307.865483635,Växthusgaser totalt
Gävleborgs län,Nordanstig,2000,83281.3809374765,Växthusgaser totalt
Gävleborgs län,Ockelbo,2000,39703.9452165793,Växthusgaser totalt
Gävleborgs län,Ovanåker,2000,74232.1814604868,Växthusgaser totalt
Gävleborgs län,Sandviken,2000,271206.448970573,Växthusgaser totalt
Gävleborgs län,Söderhamn,2000,236993.401136047,Växthusgaser totalt
Hallands län,Alla,2000,2083727.80382343,Växthusgaser totalt
Hallands län,Falkenberg,2000,312182.838288706,Växthusgaser totalt
Hallands län,Halmstad,2000,711821.827173633,Växthusgaser totalt
Hallands län,Hylte,2000,151970.998763324,Växthusgaser totalt
Hallands län,Kungsbacka,2000,291110.880613776,Växthusgaser totalt
Hallands län,Laholm,2000,252035.165988691,Växthusgaser totalt
Hallands län,Varberg,2000,364606.167915391,Växthusgaser totalt
Jämtlands län,Alla,2000,1012605.74224386,Växthusgaser totalt
Jämtlands län,Berg,2000,98442.0980869534,Växthusgaser totalt
Jämtlands län,Bräcke,2000,68108.2959021059,Växthusgaser totalt
Jämtlands län,Härjedalen,2000,150001.2400761,Växthusgaser totalt
Jämtlands län,Krokom,2000,115851.026746108,Växthusgaser totalt
Jämtlands län,Ragunda,2000,62081.7124667465,Växthusgaser totalt
Jämtlands län,Strömsund,2000,131746.656008758,Växthusgaser totalt
Jämtlands län,Åre,2000,113202.684273497,Växthusgaser totalt
Jämtlands län,Östersund,2000,273172.07047711,Växthusgaser totalt
Jönköpings län,Alla,2000,2071695.81193121,Växthusgaser totalt
Jönköpings län,Aneby,2000,58488.9068359117,Växthusgaser totalt
Jönköpings län,Eksjö,2000,124624.975098425,Växthusgaser totalt
Jönköpings län,Gislaved,2000,170986.003926948,Växthusgaser totalt
Jönköpings län,Gnosjö,2000,56591.9966800594,Växthusgaser totalt
Jönköpings län,Habo,2000,67771.1546746384,Växthusgaser totalt
Jönköpings län,Jönköping,2000,649464.669326131,Växthusgaser totalt
Jönköpings län,Mullsjö,2000,31473.218932835,Växthusgaser totalt
Jönköpings län,Nässjö,2000,171927.014276177,Växthusgaser totalt
Jönköpings län,Sävsjö,2000,87841.8379848612,Växthusgaser totalt
Jönköpings län,Tranås,2000,82447.3957381539,Växthusgaser totalt
Jönköpings län,Vaggeryd,2000,129129.438116849,Växthusgaser totalt
Jönköpings län,Vetlanda,2000,220310.646137931,Växthusgaser totalt
Jönköpings län,Värnamo,2000,220638.652118,Växthusgaser totalt
Kalmar län,Alla,2000,2203800.65078898,Växthusgaser totalt
Kalmar län,Borgholm,2000,178553.948721109,Växthusgaser totalt
Kalmar län,Emmaboda,2000,70533.9078964409,Växthusgaser totalt
Kalmar län,Hultsfred,2000,150421.534179571,Växthusgaser totalt
Kalmar län,Högsby,2000,60713.4952784114,Växthusgaser totalt
Kalmar län,Kalmar,2000,350361.698531822,Växthusgaser totalt
Kalmar län,Mönsterås,2000,242776.820113327,Växthusgaser totalt
Kalmar län,Mörbylånga,2000,346607.612156499,Växthusgaser totalt
Kalmar län,Nybro,2000,128701.533118774,Växthusgaser totalt
Kalmar län,Oskarshamn,2000,199051.117407894,Växthusgaser totalt
Kalmar län,Torsås,2000,71934.9588964409,Växthusgaser totalt
Kalmar län,Vimmerby,2000,133007.789564351,Växthusgaser totalt
Kalmar län,Västervik,2000,271136.367588664,Växthusgaser totalt
Kronobergs län,Alla,2000,1302350.92923066,Växthusgaser totalt
Kronobergs län,Alvesta,2000,148346.132670224,Växthusgaser totalt
Kronobergs län,Lessebo,2000,65426.9893247065,Växthusgaser totalt
Kronobergs län,Ljungby,2000,263884.105912637,Växthusgaser totalt
Kronobergs län,Markaryd,2000,121156.986229251,Växthusgaser totalt
Kronobergs län,Tingsryd,2000,119550.306002428,Växthusgaser totalt
Kronobergs län,Uppvidinge,2000,85973.5617837393,Växthusgaser totalt
Kronobergs län,Växjö,2000,370362.579995489,Växthusgaser totalt
Kronobergs län,Älmhult,2000,127650.347974383,Växthusgaser totalt
