Län,Kommun,År,Value,Emission type
Hallands län,Laholm,1990,989.34625094038,Kväveoxider (NOx)
Hallands län,Varberg,1990,3006.58032970438,Kväveoxider (NOx)
Jämtlands län,Alla,1990,6190.3793728556,Kväveoxider (NOx)
Jämtlands län,Berg,1990,567.185080371899,Kväveoxider (NOx)
Jämtlands län,Bräcke,1990,484.332938937094,Kväveoxider (NOx)
Jämtlands län,Härjedalen,1990,1031.65058787698,Kväveoxider (NOx)
Jämtlands län,Krokom,1990,709.701841229386,Kväveoxider (NOx)
Jämtlands län,Ragunda,1990,414.778078750604,Kväveoxider (NOx)
Jämtlands län,Strömsund,1990,845.305501292323,Kväveoxider (NOx)
Jämtlands län,Åre,1990,582.695339007081,Kväveoxider (NOx)
Jämtlands län,Östersund,1990,1554.72984750513,Kväveoxider (NOx)
Jönköpings län,Alla,1990,10158.2397941714,Kväveoxider (NOx)
Jönköpings län,Aneby,1990,211.421488914832,Kväveoxider (NOx)
Jönköpings län,Eksjö,1990,579.029136773368,Kväveoxider (NOx)
Jönköpings län,Gislaved,1990,761.047490626102,Kväveoxider (NOx)
Jönköpings län,Gnosjö,1990,206.509861434686,Kväveoxider (NOx)
Jönköpings län,Habo,1990,295.203051302105,Kväveoxider (NOx)
Jönköpings län,Jönköping,1990,3532.63581382404,Kväveoxider (NOx)
Jönköpings län,Mullsjö,1990,187.18106202669,Kväveoxider (NOx)
Jönköpings län,Nässjö,1990,688.796953429117,Kväveoxider (NOx)
Jönköpings län,Sävsjö,1990,409.87640645161,Kväveoxider (NOx)
Jönköpings län,Tranås,1990,335.858894968154,Kväveoxider (NOx)
Jönköpings län,Vaggeryd,1990,870.38904319701,Kväveoxider (NOx)
Jönköpings län,Vetlanda,1990,876.887018399427,Kväveoxider (NOx)
Jönköpings län,Värnamo,1990,1203.40328589857,Kväveoxider (NOx)
Kalmar län,Alla,1990,12680.1664358942,Kväveoxider (NOx)
Kalmar län,Borgholm,1990,1168.32546459789,Kväveoxider (NOx)
Kalmar län,Emmaboda,1990,347.847404383139,Kväveoxider (NOx)
Kalmar län,Hultsfred,1990,739.91496137347,Kväveoxider (NOx)
Kalmar län,Högsby,1990,275.082140855796,Kväveoxider (NOx)
Kalmar län,Kalmar,1990,1524.53521701598,Kväveoxider (NOx)
Kalmar län,Mönsterås,1990,1263.13678799752,Kväveoxider (NOx)
Kalmar län,Mörbylånga,1990,3320.86061548029,Kväveoxider (NOx)
Kalmar län,Nybro,1990,826.783720259261,Kväveoxider (NOx)
Kalmar län,Oskarshamn,1990,1039.29804016991,Kväveoxider (NOx)
Kalmar län,Torsås,1990,286.110160002597,Kväveoxider (NOx)
Kalmar län,Vimmerby,1990,559.207732448794,Kväveoxider (NOx)
Kalmar län,Västervik,1990,1329.06392988402,Kväveoxider (NOx)
Kronobergs län,Alla,1990,6819.02171519185,Kväveoxider (NOx)
Kronobergs län,Alvesta,1990,735.140003695793,Kväveoxider (NOx)
Kronobergs län,Lessebo,1990,308.908647658638,Kväveoxider (NOx)
Kronobergs län,Ljungby,1990,1551.43254646454,Kväveoxider (NOx)
Kronobergs län,Markaryd,1990,745.874282647064,Kväveoxider (NOx)
Kronobergs län,Tingsryd,1990,577.849941486049,Kväveoxider (NOx)
Kronobergs län,Uppvidinge,1990,400.501756976125,Kväveoxider (NOx)
Kronobergs län,Växjö,1990,1927.19383622859,Kväveoxider (NOx)
Kronobergs län,Älmhult,1990,572.120967893668,Kväveoxider (NOx)
Norrbottens län,Alla,1990,14314.3495706216,Kväveoxider (NOx)
Norrbottens län,Arjeplog,1990,304.09690651153,Kväveoxider (NOx)
Norrbottens län,Arvidsjaur,1990,402.451320536193,Kväveoxider (NOx)
Norrbottens län,Boden,1990,790.975301040279,Kväveoxider (NOx)
Norrbottens län,Gällivare,1990,2052.67909708306,Kväveoxider (NOx)
Norrbottens län,Haparanda,1990,316.161065220322,Kväveoxider (NOx)
Norrbottens län,Jokkmokk,1990,599.19681621758,Kväveoxider (NOx)
Norrbottens län,Kalix,1990,1155.53451431309,Kväveoxider (NOx)
Norrbottens län,Kiruna,1990,1660.80499818443,Kväveoxider (NOx)
Norrbottens län,Luleå,1990,2964.09051669198,Kväveoxider (NOx)
Norrbottens län,Pajala,1990,444.090770552632,Kväveoxider (NOx)
Norrbottens län,Piteå,1990,2734.10274907211,Kväveoxider (NOx)
Norrbottens län,Älvsbyn,1990,306.863508624001,Kväveoxider (NOx)
Norrbottens län,Överkalix,1990,303.143630205862,Kväveoxider (NOx)
Norrbottens län,Övertorneå,1990,280.15848656937,Kväveoxider (NOx)
Skåne län,Alla,1990,41775.0652958376,Kväveoxider (NOx)
Skåne län,Bjuv,1990,327.630289928716,Kväveoxider (NOx)
Skåne län,Bromölla,1990,1009.52015268277,Kväveoxider (NOx)
Skåne län,Burlöv,1990,564.423072387464,Kväveoxider (NOx)
Skåne län,Båstad,1990,664.573522661538,Kväveoxider (NOx)
Skåne län,Eslöv,1990,988.378129872129,Kväveoxider (NOx)
Skåne län,Helsingborg,1990,5308.07250634888,Kväveoxider (NOx)
Skåne län,Hässleholm,1990,1528.20110689834,Kväveoxider (NOx)
Skåne län,Höganäs,1990,1077.50503925577,Kväveoxider (NOx)
Skåne län,Hörby,1990,523.236339753703,Kväveoxider (NOx)
Skåne län,Höör,1990,494.881069361401,Kväveoxider (NOx)
Skåne län,Klippan,1990,641.384179203857,Kväveoxider (NOx)
Skåne län,Kristianstad,1990,2119.10312986814,Kväveoxider (NOx)
Skåne län,Kävlinge,1990,844.807666219048,Kväveoxider (NOx)
Skåne län,Landskrona,1990,2141.69953382575,Kväveoxider (NOx)
Skåne län,Lomma,1990,684.782507384593,Kväveoxider (NOx)
Skåne län,Lund,1990,1414.22935894732,Kväveoxider (NOx)
Skåne län,Malmö,1990,5874.6675825434,Kväveoxider (NOx)
Skåne län,Osby,1990,340.326470855841,Kväveoxider (NOx)
Skåne län,Perstorp,1990,384.484688347914,Kväveoxider (NOx)
Skåne län,Simrishamn,1990,624.483988219108,Kväveoxider (NOx)
Skåne län,Sjöbo,1990,627.569366829904,Kväveoxider (NOx)
Skåne län,Skurup,1990,727.41251098403,Kväveoxider (NOx)
Skåne län,Staffanstorp,1990,561.827904565063,Kväveoxider (NOx)
Skåne län,Svalöv,1990,439.24642673662,Kväveoxider (NOx)
Skåne län,Svedala,1990,726.219859135273,Kväveoxider (NOx)
Skåne län,Tomelilla,1990,516.044280576399,Kväveoxider (NOx)
Skåne län,Trelleborg,1990,3790.93598265847,Kväveoxider (NOx)
Skåne län,Vellinge,1990,1970.27930965796,Kväveoxider (NOx)
Skåne län,Ystad,1990,1952.52503826631,Kväveoxider (NOx)
Skåne län,Åstorp,1990,512.321008095197,Kväveoxider (NOx)
Skåne län,Ängelholm,1990,1430.60738808905,Kväveoxider (NOx)
Skåne län,Örkelljunga,1990,607.029098278214,Kväveoxider (NOx)
Skåne län,Östra Göinge,1990,356.656963901023,Kväveoxider (NOx)
Stockholms län,Alla,1990,38317.9553242507,Kväveoxider (NOx)
Stockholms län,Botkyrka,1990,1305.86905023396,Kväveoxider (NOx)
Stockholms län,Danderyd,1990,464.336210081582,Kväveoxider (NOx)
Stockholms län,Ekerö,1990,475.721092788238,Kväveoxider (NOx)
Stockholms län,Haninge,1990,1400.38078338231,Kväveoxider (NOx)
Stockholms län,Huddinge,1990,1092.52326790465,Kväveoxider (NOx)
Stockholms län,Järfälla,1990,686.441916864766,Kväveoxider (NOx)
Stockholms län,Lidingö,1990,592.751865447332,Kväveoxider (NOx)
Stockholms län,Nacka,1990,1049.88761605535,Kväveoxider (NOx)
Stockholms län,Norrtälje,1990,5218.44590152691,Kväveoxider (NOx)
Stockholms län,Nykvarn,1990,331.512709732507,Kväveoxider (NOx)
Stockholms län,Nynäshamn,1990,1281.69761332815,Kväveoxider (NOx)
Stockholms län,Salem,1990,380.724937738214,Kväveoxider (NOx)
Stockholms län,Sigtuna,1990,2715.64776091714,Kväveoxider (NOx)
Stockholms län,Sollentuna,1990,1276.57353390294,Kväveoxider (NOx)
Stockholms län,Solna,1990,1169.46995342033,Kväveoxider (NOx)
Stockholms län,Stockholm,1990,10547.1398800103,Kväveoxider (NOx)
Stockholms län,Sundbyberg,1990,210.1206718677,Kväveoxider (NOx)
Stockholms län,Södertälje,1990,2389.66199524245,Kväveoxider (NOx)
Stockholms län,Tyresö,1990,223.322882105033,Kväveoxider (NOx)
Stockholms län,Täby,1990,654.471946943171,Kväveoxider (NOx)
Stockholms län,Upplands-Bro,1990,645.538284870345,Kväveoxider (NOx)
Stockholms län,Upplands Väsby,1990,650.721750916701,Kväveoxider (NOx)
Stockholms län,Vallentuna,1990,521.04475089476,Kväveoxider (NOx)
Stockholms län,Vaxholm,1990,329.751068338087,Kväveoxider (NOx)
Stockholms län,Värmdö,1990,1485.05016135415,Kväveoxider (NOx)
Stockholms län,Österåker,1990,1219.14849282113,Kväveoxider (NOx)
Södermanlands län,Alla,1990,9592.14682435497,Kväveoxider (NOx)
Södermanlands län,Eskilstuna,1990,1973.34042898579,Kväveoxider (NOx)
Södermanlands län,Flen,1990,588.925815495272,Kväveoxider (NOx)
Södermanlands län,Gnesta,1990,285.343917605634,Kväveoxider (NOx)
Södermanlands län,Katrineholm,1990,1031.23138197283,Kväveoxider (NOx)
Södermanlands län,Nyköping,1990,2692.36191259779,Kväveoxider (NOx)
Södermanlands län,Oxelösund,1990,1154.9139795233,Kväveoxider (NOx)
Södermanlands län,Strängnäs,1990,1088.39578973489,Kväveoxider (NOx)
Södermanlands län,Trosa,1990,466.08133778102,Kväveoxider (NOx)
Södermanlands län,Vingåker,1990,311.5522078827,Kväveoxider (NOx)
Uppsala län,Alla,1990,11533.0895479615,Kväveoxider (NOx)
Uppsala län,Enköping,1990,1633.15308773891,Kväveoxider (NOx)
Uppsala län,Heby,1990,646.252653585434,Kväveoxider (NOx)
Uppsala län,Håbo,1990,575.550121418453,Kväveoxider (NOx)
Uppsala län,Knivsta,1990,630.819842320678,Kväveoxider (NOx)
Uppsala län,Tierp,1990,1099.94575692046,Kväveoxider (NOx)
Uppsala län,Uppsala,1990,3856.20685982793,Kväveoxider (NOx)
Uppsala län,Älvkarleby,1990,1542.16409350181,Kväveoxider (NOx)
Uppsala län,Östhammar,1990,1548.99766168231,Kväveoxider (NOx)
Värmlands län,Alla,1990,11159.0281556578,Kväveoxider (NOx)
Värmlands län,Arvika,1990,694.722524215282,Kväveoxider (NOx)
Värmlands län,Eda,1990,333.334145517985,Kväveoxider (NOx)
Värmlands län,Filipstad,1990,395.525790168344,Kväveoxider (NOx)
Värmlands län,Forshaga,1990,204.012579268346,Kväveoxider (NOx)
Värmlands län,Grums,1990,1716.40524708464,Kväveoxider (NOx)
Värmlands län,Hagfors,1990,594.498588831008,Kväveoxider (NOx)
Värmlands län,Hammarö,1990,901.704000896585,Kväveoxider (NOx)
Värmlands län,Karlstad,1990,2162.85673067723,Kväveoxider (NOx)
Värmlands län,Kil,1990,332.607357882382,Kväveoxider (NOx)
Värmlands län,Kristinehamn,1990,1079.22714593507,Kväveoxider (NOx)
Värmlands län,Munkfors,1990,99.0584513197531,Kväveoxider (NOx)
Värmlands län,Storfors,1990,155.343401949346,Kväveoxider (NOx)
Värmlands län,Sunne,1990,589.366086345515,Kväveoxider (NOx)
Värmlands län,Säffle,1990,880.447574690433,Kväveoxider (NOx)
Värmlands län,Torsby,1990,543.741025231471,Kväveoxider (NOx)
Värmlands län,Årjäng,1990,476.176924848622,Kväveoxider (NOx)
Västerbottens län,Alla,1990,10155.3489936161,Kväveoxider (NOx)
Västerbottens län,Bjurholm,1990,142.050125420018,Kväveoxider (NOx)
Västerbottens län,Dorotea,1990,126.739373182318,Kväveoxider (NOx)
Västerbottens län,Lycksele,1990,504.178354725688,Kväveoxider (NOx)
Västerbottens län,Malå,1990,89.4972624195905,Kväveoxider (NOx)
Västerbottens län,Nordmaling,1990,494.799903844738,Kväveoxider (NOx)
Västerbottens län,Norsjö,1990,260.528121941931,Kväveoxider (NOx)
Västerbottens län,Robertsfors,1990,479.607463903906,Kväveoxider (NOx)
Västerbottens län,Skellefteå,1990,2736.48942172524,Kväveoxider (NOx)
Västerbottens län,Sorsele,1990,150.176322340833,Kväveoxider (NOx)
Västerbottens län,Storuman,1990,410.93391370068,Kväveoxider (NOx)
Västerbottens län,Umeå,1990,3559.30489166492,Kväveoxider (NOx)
Västerbottens län,Vilhelmina,1990,343.474622182655,Kväveoxider (NOx)
Västerbottens län,Vindeln,1990,336.540529236453,Kväveoxider (NOx)
Västerbottens län,Vännäs,1990,216.872733218344,Kväveoxider (NOx)
Västerbottens län,Åsele,1990,304.156204228715,Kväveoxider (NOx)
Västernorrlands län,Alla,1990,12423.8436380214,Kväveoxider (NOx)
Västernorrlands län,Härnösand,1990,1049.26118388094,Kväveoxider (NOx)
Västernorrlands län,Kramfors,1990,1294.69413336656,Kväveoxider (NOx)
Västernorrlands län,Sollefteå,1990,941.638312640254,Kväveoxider (NOx)
Västernorrlands län,Sundsvall,1990,2721.37014983608,Kväveoxider (NOx)
Västernorrlands län,Timrå,1990,1326.64915082116,Kväveoxider (NOx)
Västernorrlands län,Ånge,1990,777.489228861087,Kväveoxider (NOx)
Västernorrlands län,Örnsköldsvik,1990,4312.74090974853,Kväveoxider (NOx)
Västmanlands län,Alla,1990,8944.32278577113,Kväveoxider (NOx)
Västmanlands län,Arboga,1990,518.030401604027,Kväveoxider (NOx)
Västmanlands län,Fagersta,1990,486.173689534143,Kväveoxider (NOx)
Västmanlands län,Hallstahammar,1990,478.373147461632,Kväveoxider (NOx)
Västmanlands län,Kungsör,1990,392.325700958826,Kväveoxider (NOx)
Västmanlands län,Köping,1990,1539.90193455965,Kväveoxider (NOx)
Västmanlands län,Norberg,1990,369.676953466575,Kväveoxider (NOx)
Västmanlands län,Sala,1990,921.028313632628,Kväveoxider (NOx)
Västmanlands län,Skinnskatteberg,1990,233.117109885463,Kväveoxider (NOx)
Västmanlands län,Surahammar,1990,271.054321494506,Kväveoxider (NOx)
Västmanlands län,Västerås,1990,3734.64068456372,Kväveoxider (NOx)
Västra Götalands län,Alla,1990,49002.7066454205,Kväveoxider (NOx)
Västra Götalands län,Ale,1990,555.452489595064,Kväveoxider (NOx)
Västra Götalands län,Alingsås,1990,677.399505021773,Kväveoxider (NOx)
Västra Götalands län,Bengtsfors,1990,519.110626188648,Kväveoxider (NOx)
Västra Götalands län,Bollebygd,1990,317.840054164368,Kväveoxider (NOx)
Västra Götalands län,Borås,1990,1948.46449660164,Kväveoxider (NOx)
Västra Götalands län,Dals-Ed,1990,174.365969755112,Kväveoxider (NOx)
Västra Götalands län,Essunga,1990,210.516193875388,Kväveoxider (NOx)
Västra Götalands län,Falköping,1990,1045.04252615061,Kväveoxider (NOx)
Västra Götalands län,Färgelanda,1990,252.120752375481,Kväveoxider (NOx)
Västra Götalands län,Grästorp,1990,287.724766224803,Kväveoxider (NOx)
Västra Götalands län,Gullspång,1990,406.80080366693,Kväveoxider (NOx)
Västra Götalands län,Göteborg,1990,12117.9956324954,Kväveoxider (NOx)
Västra Götalands län,Götene,1990,545.751592192319,Kväveoxider (NOx)
Västra Götalands län,Herrljunga,1990,302.920056038715,Kväveoxider (NOx)
Västra Götalands län,Hjo,1990,250.501929325862,Kväveoxider (NOx)
Västra Götalands län,Härryda,1990,1252.26105045541,Kväveoxider (NOx)
Västra Götalands län,Karlsborg,1990,227.576066694869,Kväveoxider (NOx)
Västra Götalands län,Kungälv,1990,1114.45854149508,Kväveoxider (NOx)
Västra Götalands län,Lerum,1990,695.267585265818,Kväveoxider (NOx)
Västra Götalands län,Lidköping,1990,966.824254344857,Kväveoxider (NOx)
Västra Götalands län,Lilla Edet,1990,382.279762211567,Kväveoxider (NOx)
Västra Götalands län,Lysekil,1990,2214.69843844045,Kväveoxider (NOx)
Västra Götalands län,Mariestad,1990,855.09006206733,Kväveoxider (NOx)
Västra Götalands län,Mark,1990,733.010222785137,Kväveoxider (NOx)
Västra Götalands län,Mellerud,1990,420.795122462662,Kväveoxider (NOx)
Västra Götalands län,Munkedal,1990,509.402242104334,Kväveoxider (NOx)
Västra Götalands län,Mölndal,1990,1352.44513621675,Kväveoxider (NOx)
Västra Götalands län,Orust,1990,631.232272786981,Kväveoxider (NOx)
Västra Götalands län,Partille,1990,382.235150811814,Kväveoxider (NOx)
Västra Götalands län,Skara,1990,612.396046457135,Kväveoxider (NOx)
Västra Götalands län,Skövde,1990,2471.69442639809,Kväveoxider (NOx)
Västra Götalands län,Sotenäs,1990,451.113477302067,Kväveoxider (NOx)
Västra Götalands län,Stenungsund,1990,1694.6068767916,Kväveoxider (NOx)
Västra Götalands län,Strömstad,1990,754.43978772434,Kväveoxider (NOx)
Västra Götalands län,Svenljunga,1990,359.028296822792,Kväveoxider (NOx)
Västra Götalands län,Tanum,1990,1368.69106462186,Kväveoxider (NOx)
Västra Götalands län,Tibro,1990,237.001774783526,Kväveoxider (NOx)
Västra Götalands län,Tidaholm,1990,386.89045326428,Kväveoxider (NOx)
Västra Götalands län,Tjörn,1990,975.788076379577,Kväveoxider (NOx)
Västra Götalands län,Tranemo,1990,451.803362582005,Kväveoxider (NOx)
Västra Götalands län,Trollhättan,1990,992.365592749968,Kväveoxider (NOx)
Västra Götalands län,Töreboda,1990,324.586002293103,Kväveoxider (NOx)
Västra Götalands län,Uddevalla,1990,1577.27416313944,Kväveoxider (NOx)
Västra Götalands län,Ulricehamn,1990,799.106638256653,Kväveoxider (NOx)
Västra Götalands län,Vara,1990,831.336861208798,Kväveoxider (NOx)
Västra Götalands län,Vårgårda,1990,449.591198602172,Kväveoxider (NOx)
Västra Götalands län,Vänersborg,1990,1373.03398380936,Kväveoxider (NOx)
Västra Götalands län,Åmål,1990,351.772620747959,Kväveoxider (NOx)
Västra Götalands län,Öckerö,1990,1190.60270331,Kväveoxider (NOx)
Örebro län,Alla,1990,9695.24050846541,Kväveoxider (NOx)
Örebro län,Askersund,1990,966.03271252939,Kväveoxider (NOx)
Örebro län,Degerfors,1990,317.317191440349,Kväveoxider (NOx)
Örebro län,Hallsberg,1990,683.49800465841,Kväveoxider (NOx)
Örebro län,Hällefors,1990,343.525019736093,Kväveoxider (NOx)
Örebro län,Karlskoga,1990,990.731743021476,Kväveoxider (NOx)
Örebro län,Kumla,1990,666.78786602637,Kväveoxider (NOx)
Örebro län,Laxå,1990,586.651778619123,Kväveoxider (NOx)
Örebro län,Lekeberg,1990,269.891198100511,Kväveoxider (NOx)
Örebro län,Lindesberg,1990,1335.76805415829,Kväveoxider (NOx)
Örebro län,Ljusnarsberg,1990,223.033737265025,Kväveoxider (NOx)
Örebro län,Nora,1990,249.845070842741,Kväveoxider (NOx)
Örebro län,Örebro,1990,3062.15848505332,Kväveoxider (NOx)
Östergötlands län,Alla,1990,14439.4751864473,Kväveoxider (NOx)
Östergötlands län,Boxholm,1990,489.48790854453,Kväveoxider (NOx)
Östergötlands län,Finspång,1990,460.097097931032,Kväveoxider (NOx)
Östergötlands län,Kinda,1990,519.536955788192,Kväveoxider (NOx)
Östergötlands län,Linköping,1990,4633.04281142504,Kväveoxider (NOx)
Östergötlands län,Mjölby,1990,1096.35281916036,Kväveoxider (NOx)
Östergötlands län,Motala,1990,980.963585169673,Kväveoxider (NOx)
Östergötlands län,Norrköping,1990,4006.48732721299,Kväveoxider (NOx)
Östergötlands län,Söderköping,1990,469.787796273254,Kväveoxider (NOx)
Östergötlands län,Vadstena,1990,276.00064808498,Kväveoxider (NOx)
Östergötlands län,Valdemarsvik,1990,409.324205292288,Kväveoxider (NOx)
Östergötlands län,Ydre,1990,175.575942258479,Kväveoxider (NOx)
Östergötlands län,Åtvidaberg,1990,323.206819074162,Kväveoxider (NOx)
Östergötlands län,Ödeshög,1990,599.610751504328,Kväveoxider (NOx)
Alla,Alla,2000,403516.708576062,Kväveoxider (NOx)
Blekinge län,Alla,2000,6542.23926275573,Kväveoxider (NOx)
Blekinge län,Karlshamn,2000,1553.98643764516,Kväveoxider (NOx)
Blekinge län,Karlskrona,2000,3566.37137219238,Kväveoxider (NOx)
Blekinge län,Olofström,2000,253.438606050019,Kväveoxider (NOx)
Blekinge län,Ronneby,2000,732.941931351359,Kväveoxider (NOx)
Blekinge län,Sölvesborg,2000,435.500739227177,Kväveoxider (NOx)
Dalarnas län,Alla,2000,7851.86067196317,Kväveoxider (NOx)
Dalarnas län,Avesta,2000,970.135494199151,Kväveoxider (NOx)
Dalarnas län,Borlänge,2000,1550.44871383005,Kväveoxider (NOx)
Dalarnas län,Falun,2000,975.149761373675,Kväveoxider (NOx)
Dalarnas län,Gagnef,2000,254.335877749551,Kväveoxider (NOx)
Dalarnas län,Hedemora,2000,453.112862259363,Kväveoxider (NOx)
Dalarnas län,Leksand,2000,349.078576712259,Kväveoxider (NOx)
Dalarnas län,Ludvika,2000,480.256853543886,Kväveoxider (NOx)
Dalarnas län,Malung-Sälen,2000,370.582050374136,Kväveoxider (NOx)
Dalarnas län,Mora,2000,539.62899754922,Kväveoxider (NOx)
Dalarnas län,Orsa,2000,199.432703904995,Kväveoxider (NOx)
Dalarnas län,Rättvik,2000,425.404674452341,Kväveoxider (NOx)
Dalarnas län,Smedjebacken,2000,338.878873559871,Kväveoxider (NOx)
Dalarnas län,Säter,2000,326.90260274891,Kväveoxider (NOx)
Dalarnas län,Vansbro,2000,269.072697709791,Kväveoxider (NOx)
Dalarnas län,Älvdalen,2000,349.439900489041,Kväveoxider (NOx)
Gotlands län,Alla,2000,13280.1534449521,Kväveoxider (NOx)
Gotlands län,Gotland,2000,13280.1534449521,Kväveoxider (NOx)
Gävleborgs län,Alla,2000,11055.3224447383,Kväveoxider (NOx)
Gävleborgs län,Bollnäs,2000,662.7481834739,Kväveoxider (NOx)
Gävleborgs län,Gävle,2000,4101.77685362567,Kväveoxider (NOx)
Gävleborgs län,Hofors,2000,357.660150372402,Kväveoxider (NOx)
Gävleborgs län,Hudiksvall,2000,1988.3525137567,Kväveoxider (NOx)
Gävleborgs län,Ljusdal,2000,740.093919548237,Kväveoxider (NOx)
Gävleborgs län,Nordanstig,2000,457.064337565075,Kväveoxider (NOx)
Gävleborgs län,Ockelbo,2000,177.023823634161,Kväveoxider (NOx)
Gävleborgs län,Ovanåker,2000,332.352155065809,Kväveoxider (NOx)
Gävleborgs län,Sandviken,2000,976.249714275885,Kväveoxider (NOx)
Gävleborgs län,Söderhamn,2000,1262.00132991343,Kväveoxider (NOx)
Hallands län,Alla,2000,9888.23226006238,Kväveoxider (NOx)
Hallands län,Falkenberg,2000,1460.97026130281,Kväveoxider (NOx)
Hallands län,Halmstad,2000,2724.16856440698,Kväveoxider (NOx)
Hallands län,Hylte,2000,459.435953779247,Kväveoxider (NOx)
Hallands län,Kungsbacka,2000,1925.00323766273,Kväveoxider (NOx)
Hallands län,Laholm,2000,785.292368390758,Kväveoxider (NOx)
Hallands län,Varberg,2000,2533.36201262201,Kväveoxider (NOx)
Jämtlands län,Alla,2000,4610.51347536555,Kväveoxider (NOx)
Jämtlands län,Berg,2000,447.151551797713,Kväveoxider (NOx)
Jämtlands län,Bräcke,2000,359.089103374047,Kväveoxider (NOx)
Jämtlands län,Härjedalen,2000,786.382803651488,Kväveoxider (NOx)
Jämtlands län,Krokom,2000,519.811246034081,Kväveoxider (NOx)
Jämtlands län,Ragunda,2000,333.886942653697,Kväveoxider (NOx)
Jämtlands län,Strömsund,2000,642.354110924212,Kväveoxider (NOx)
Jämtlands län,Åre,2000,452.02708894551,Kväveoxider (NOx)
Jämtlands län,Östersund,2000,1069.8109970412,Kväveoxider (NOx)
Jönköpings län,Alla,2000,8268.8043286852,Kväveoxider (NOx)
Jönköpings län,Aneby,2000,176.749527152202,Kväveoxider (NOx)
Jönköpings län,Eksjö,2000,474.143332680796,Kväveoxider (NOx)
Jönköpings län,Gislaved,2000,621.032038046257,Kväveoxider (NOx)
Jönköpings län,Gnosjö,2000,167.191797365196,Kväveoxider (NOx)
Jönköpings län,Habo,2000,240.796705168279,Kväveoxider (NOx)
Jönköpings län,Jönköping,2000,2860.73601941011,Kväveoxider (NOx)
Jönköpings län,Mullsjö,2000,149.514192955389,Kväveoxider (NOx)
Jönköpings län,Nässjö,2000,590.977160920905,Kväveoxider (NOx)
Jönköpings län,Sävsjö,2000,337.483436645183,Kväveoxider (NOx)
Jönköpings län,Tranås,2000,276.886869728356,Kväveoxider (NOx)
Jönköpings län,Vaggeryd,2000,741.502416294903,Kväveoxider (NOx)
Jönköpings län,Vetlanda,2000,667.734176562722,Kväveoxider (NOx)
Jönköpings län,Värnamo,2000,964.056965231865,Kväveoxider (NOx)
Kalmar län,Alla,2000,11083.9883923798,Kväveoxider (NOx)
Kalmar län,Borgholm,2000,1100.36129599391,Kväveoxider (NOx)
Kalmar län,Emmaboda,2000,261.657776296117,Kväveoxider (NOx)
Kalmar län,Hultsfred,2000,506.497168119462,Kväveoxider (NOx)
Kalmar län,Högsby,2000,222.750353734652,Kväveoxider (NOx)
Kalmar län,Kalmar,2000,1177.60828073348,Kväveoxider (NOx)
Kalmar län,Mönsterås,2000,1220.22633274184,Kväveoxider (NOx)
Kalmar län,Mörbylånga,2000,3374.09543328296,Kväveoxider (NOx)
Kalmar län,Nybro,2000,564.34577798677,Kväveoxider (NOx)
Kalmar län,Oskarshamn,2000,900.128457281842,Kväveoxider (NOx)
Kalmar län,Torsås,2000,231.836368556052,Kväveoxider (NOx)
Kalmar län,Vimmerby,2000,460.408412405561,Kväveoxider (NOx)
Kalmar län,Västervik,2000,1064.07299587925,Kväveoxider (NOx)
Kronobergs län,Alla,2000,5348.82346958275,Kväveoxider (NOx)
Kronobergs län,Alvesta,2000,596.655491788711,Kväveoxider (NOx)
Kronobergs län,Lessebo,2000,239.767291090324,Kväveoxider (NOx)
Kronobergs län,Ljungby,2000,1268.0780519238,Kväveoxider (NOx)
Kronobergs län,Markaryd,2000,570.361029885875,Kväveoxider (NOx)
Kronobergs län,Tingsryd,2000,465.63644807517,Kväveoxider (NOx)
Kronobergs län,Uppvidinge,2000,336.409382904792,Kväveoxider (NOx)
Kronobergs län,Växjö,2000,1396.05442940263,Kväveoxider (NOx)
Kronobergs län,Älmhult,2000,475.861472350515,Kväveoxider (NOx)
Norrbottens län,Alla,2000,12732.339537927,Kväveoxider (NOx)
Norrbottens län,Arjeplog,2000,225.323648296844,Kväveoxider (NOx)
Norrbottens län,Arvidsjaur,2000,336.716880987185,Kväveoxider (NOx)
Norrbottens län,Boden,2000,557.454654751435,Kväveoxider (NOx)
Norrbottens län,Gällivare,2000,2063.28098142108,Kväveoxider (NOx)
Norrbottens län,Haparanda,2000,241.745334610703,Kväveoxider (NOx)
Norrbottens län,Jokkmokk,2000,439.266957664258,Kväveoxider (NOx)
Norrbottens län,Kalix,2000,963.508388415782,Kväveoxider (NOx)
Norrbottens län,Kiruna,2000,2494.84643804368,Kväveoxider (NOx)
Norrbottens län,Luleå,2000,2256.70287281126,Kväveoxider (NOx)
Norrbottens län,Pajala,2000,340.092820961685,Kväveoxider (NOx)
Norrbottens län,Piteå,2000,2105.44741159453,Kväveoxider (NOx)
Norrbottens län,Älvsbyn,2000,243.931611164327,Kväveoxider (NOx)
Norrbottens län,Överkalix,2000,243.004915441592,Kväveoxider (NOx)
Norrbottens län,Övertorneå,2000,221.015971104532,Kväveoxider (NOx)
Skåne län,Alla,2000,33932.7769832561,Kväveoxider (NOx)
Skåne län,Bjuv,2000,240.590167667757,Kväveoxider (NOx)
Skåne län,Bromölla,2000,935.3287583646,Kväveoxider (NOx)
Skåne län,Burlöv,2000,330.791709930906,Kväveoxider (NOx)
Skåne län,Båstad,2000,548.930271774893,Kväveoxider (NOx)
