Valår,Kod,Kommun,Styre,M,C,L/FP,KD,S,V,MP,SD,ÖP
2002,1466,Herrljunga,B,M,C,L/FP,KD,,,,,
2002,1470,Vara,B,M,C,L/FP,,,,,,
2002,1471,Götene,B,M,C,L/FP,KD,,,MP,,
2002,1472,Tibro,B,M,C,L/FP,KD,,,,,
2002,1473,Töreboda,BL,,C,,,S,V,MP,,
2002,1480,Göteborg,V,,,,,S,V,MP,,
2002,1481,Mölndal,V,,,,,S,V,MP,,ÖP
2002,1482,Kungälv,V,,,,,S,V,MP,,
2002,1484,Lysekil,V,,,,,S,V,MP,,
2002,1485,Uddevalla,V,,,,,S,V,,,
2002,1486,Strömstad,B,M,C,L/FP,KD,,,,,
2002,1487,Vänersborg,BL,,C,,,S,,,,
2002,1488,Trollhättan,V,,,,,S,V,,,
2002,1489,Alingsås,B,M,,L/FP,KD,,,MP,,
2002,1490,Borås,B,M,C,L/FP,KD,,,MP,,ÖP
2002,1491,Ulricehamn,B,M,C,L/FP,KD,,,,,
2002,1492,Åmål,B,,C,L/FP,KD,,,,,
2002,1493,Mariestad,B,M,C,L/FP,KD,,,,,ÖP
2002,1494,Lidköping,V,,,,,S,,,,
2002,1495,Skara,BL,,C,,,S,,,,
2002,1496,Skövde,B,M,C,L/FP,KD,,,,,
2002,1497,Hjo,B,M,C,L/FP,KD,,,,,
2002,1498,Tidaholm,V,,,,,S,V,MP,,
2002,1499,Falköping,B,M,C,L/FP,KD,,,,,
2002,1715,Kil,B,M,C,L/FP,KD,,,MP,,
2002,1730,Eda,V,,,,,S,V,,,
2002,1737,Torsby,V,,,,,S,V,,,
2002,1760,Storfors,V,,,,,S,V,,,
2002,1761,Hammarö,V,,,,,S,V,,,
2002,1762,Munkfors,V,,,,,S,,,,
2002,1763,Forshaga,V,,,,,S,,,,
2002,1764,Grums,V,,,,,S,,,,
2002,1765,Årjäng,B,M,C,L/FP,KD,,,,,
2002,1766,Sunne,B,M,C,L/FP,KD,,,,,
2002,1780,Karlstad,V,,,,,S,V,MP,,
2002,1781,Kristinehamn,B,M,C,L/FP,KD,,,,,
2002,1782,Filipstad,V,,,,,S,V,,,
2002,1783,Hagfors,BL,,C,,,S,,,,
2002,1784,Arvika,V,,,,,S,,,,
2002,1785,Säffle,B,M,C,L/FP,KD,,,,,
2002,1814,Lekeberg,BL,M,,L/FP,KD,S,V,MP,,
2002,1860,Laxå,V,,,,,S,V,,,
2002,1861,Hallsberg,V,,,,,S,,,,
2002,1862,Degerfors,V,,,,,S,,,,
2002,1863,Hällefors,V,,,,,S,,,,
2002,1864,Ljusnarsberg,V,,,,,S,,,,
2002,1880,Örebro,V,,,,,S,V,MP,,
2002,1881,Kumla,V,,,,,S,,,,
2002,1882,Askersund,BL,,C,,,S,,,,
2002,1883,Karlskoga,V,,,,,S,,,,
2002,1884,Nora,V,,,,,S,,MP,,
2002,1885,Lindesberg,V,,,,,S,V,,,
2002,1904,Skinnskatteberg,V,,,,,S,,,,
2002,1907,Surahammar,V,,,,,S,,,,
2002,1960,Kungsör,V,,,,,S,V,,,
2002,1961,Hallstahammar,V,,,,,S,V,,,
2002,1962,Norberg,V,,,,,S,V,,,
2002,1980,Västerås,V,,,,,S,V,,,
2002,1981,Sala,B,M,C,L/FP,KD,,,,,ÖP
2002,1982,Fagersta,BL,M,C,L/FP,KD,,V,,,
2002,1983,Köping,V,,,,,S,V,MP,,
2002,1984,Arboga,BL,,C,L/FP,,S,,,,
2002,2021,Vansbro,V,,,,,S,V,,,
2002,2023,Malung- Sälen,V,,,,,S,V,,,
2002,2026,Gagnef,B,M,C,L/FP,KD,,,,,
2002,2029,Leksand,B,M,C,L/FP,KD,,,,,ÖP
2002,2031,Rättvik,B,M,C,L/FP,KD,,,MP,,ÖP
2002,2034,Orsa,BL,,,L/FP,,S,,MP,,
2002,2039,Älvdalen,BL,,C,,,S,,MP,,
2002,2061,Smedjebacken,V,,,,,S,V,,,
2002,2062,Mora,BL,,C,,,S,,,,
2002,2080,Falun,BL,,C,,,S,,MP,,
2002,2081,Borlänge,V,,,,,S,,,,
2002,2082,Säter,BL,,C,,KD,S,,,,
2002,2083,Hedemora,B,M,C,L/FP,KD,,,MP,,ÖP
2002,2084,Avesta,B,M,C,L/FP,KD,,,MP,,ÖP
2002,2085,Ludvika,V,,,,,S,V,,,
2002,2101,Ockelbo,V,,,,,S,,,,
2002,2104,Hofors,V,,,,,S,,,,
2002,2121,Ovanåker,B,M,C,L/FP,KD,,,,,
2002,2132,Nordanstig,B,M,C,L/FP,KD,,,,,
2002,2161,Ljusdal,V,,,,,S,V,MP,,
2002,2180,Gävle,V,,,,,S,,,,
2002,2181,Sandviken,V,,,,,S,,,,
2002,2182,Söderhamn,BL,,C,,,S,,,,
2002,2183,Bollnäs,B,M,C,L/FP,KD,,,,,
2002,2184,Hudiksvall,V,,,,,S,V,,,
2002,2260,Ånge,V,,,,,S,,,,
2002,2262,Timrå,V,,,,,S,,,,
2002,2280,Härnösand,V,,,,,S,V,MP,,
2002,2281,Sundsvall,V,,,,,S,V,,,
2002,2282,Kramfors,V,,,,,S,V,,,
2002,2283,Sollefteå,V,,,,,S,V,,,
2002,2284,Örnsköldsvik,V,,,,,S,,,,
2002,2303,Ragunda,V,,,,,S,,,,
2002,2305,Bräcke,V,,,,,S,,,,
2002,2309,Krokom,BL,,C,,,S,,,,
2002,2313,Strömsund,V,,,,,S,,,,
2002,2321,Åre,V,,,,,S,V,MP,,
2002,2326,Berg,BL,,,,,S,,MP,,ÖP
2002,2361,Härjedalen,V,,,,,S,V,,,
2002,2380,Östersund,V,,,,,S,V,,,
2002,2401,Nordmaling,V,,,,,S,V,,,
2002,2403,Bjurholm,B,M,C,L/FP,KD,,,,,
2002,2404,Vindeln,BL,,C,,,S,,,,
2002,2409,Robertsfors,BL,M,,L/FP,,S,,MP,,
2002,2417,Norsjö,BL,,,,KD,S,V,,,
2002,2418,Malå,V,,,,,S,V,,,
2002,2421,Storuman,BL,M,,L/FP,KD,S,,,,
2002,2422,Sorsele,V,,,,,S,V,,,
2002,2425,Dorotea,B,,C,L/FP,,,,,,ÖP
2002,2460,Vännäs,V,,,,,S,V,,,
2002,2462,Vilhelmina,V,,,,,S,V,,,
2002,2463,Åsele,V,,,,,S,V,,,
2002,2480,Umeå,V,,,,,S,,,,
2002,2481,Lycksele,V,,,,,S,,,,
2002,2482,Skellefteå,V,,,,,S,,,,
2002,2505,Arvidsjaur,V,,,,,S,,,,
2002,2506,Arjeplog,BL,,C,,,S,,,,ÖP
2002,2510,Jokkmokk,BL,,,,KD,S,,,,
2002,2513,Överkalix,V,,,,,S,,,,
2002,2514,Kalix,B,,C,L/FP,KD,,,MP,,
2002,2518,Övertorneå,V,,,,,S,V,,,ÖP
2002,2521,Pajala,BL,,C,,KD,S,,,,
2002,2523,Gällivare,V,,,,,S,,,,
2002,2560,Älvsbyn,V,,,,,S,,,,
2002,2580,Luleå,V,,,,,S,V,,,
2002,2581,Piteå,V,,,,,S,,,,
2002,2582,Boden,BL,M,C,L/FP,,,V,MP,,ÖP
2002,2583,Haparanda,V,,,,,S,V,,,
2002,2584,Kiruna,BL,M,C,L/FP,KD,S,,MP,,
2006,114,Upplands väsby,A,M,C,L/FP,KD,,,,,
2006,115,Vallentuna,A,M,C,L/FP,KD,,,,,
2006,117,Österåker,A,M,C,L/FP,KD,,,,,ÖP
2006,120,Värmdö,A,M,C,L/FP,KD,,,,,
2006,123,Järfälla,A,M,C,L/FP,KD,,,,,
2006,125,Ekerö,A,M,C,L/FP,KD,,,,,
2006,126,Huddinge,A,M,,L/FP,KD,,,,,ÖP
2006,127,Botkyrka,V,,,,,S,V,MP,,
2006,128,Salem,A,M,C,L/FP,KD,,,,,
2006,136,Haninge,A,M,C,L/FP,KD,,,MP,,
2006,138,Tyresö,A,M,C,L/FP,KD,,,,,
2006,139,Upplands-Bro,A,M,C,L/FP,KD,,,,,
2006,140,Nykvarn,A,M,C,,,,,,,ÖP
2006,160,Täby,A,M,C,L/FP,KD,,,,,
2006,162,Danderyd,A,M,,,KD,,,,,
2006,163,Sollentuna,A,M,C,L/FP,KD,,,,,
2006,180,Stockholm,A,M,C,L/FP,KD,,,,,
2006,181,Södertälje,V,,,,,S,V,MP,,
2006,182,Nacka,A,M,,L/FP,KD,,,,,
2006,183,Sundbyberg,A,M,C,L/FP,KD,,,,,
2006,184,Solna,A,M,,L/FP,KD,,,,,
2006,186,Lidingö,A,M,,L/FP,,,,,,
2006,187,Vaxholm,A,M,C,L/FP,KD,,,,,
2006,188,Norrtälje,A,M,C,L/FP,KD,,,,,
2006,191,Sigtuna,BL,,C,,,S,,MP,,
2006,192,Nynäshamn,BL,,,L/FP,,S,,,,
2006,305,Håbo,A,M,,L/FP,KD,,,,,ÖP
2006,319,Älvkarleby,V,,,,,S,V,,,
2006,330,Knivsta,A,M,C,L/FP,KD,,,,,
2006,331,Heby,BL,M,,L/FP,,S,V,,,
2006,360,Tierp,V,,,,,S,V,,,
2006,380,Uppsala,A,M,C,L/FP,KD,,,,,
2006,381,Enköping,A,M,C,L/FP,KD,,,,,
2006,382,Östhammar,A,M,C,L/FP,KD,,,MP,,ÖP
2006,428,Vingåker,V,,,,,S,,,,
2006,461,Gnesta,A,M,C,L/FP,KD,,,,,
2006,480,Nyköping,A,M,C,L/FP,KD,,,MP,,
2006,481,Oxelösund,V,,,,,S,,,,
2006,482,Flen,V,,,,,S,,,,ÖP
2006,483,Katrineholm,V,,,,,S,,,,
2006,484,Eskilstuna,V,,,,,S,V,,,
2006,486,Strängnäs,B,M,C,L/FP,KD,,,,,ÖP
2006,488,Trosa,A,M,C,L/FP,KD,,,,,
2006,509,Ödeshög,A,M,C,L/FP,KD,,,,,
2006,512,Ydre,BL,M,C,,KD,S,,,,ÖP
2006,513,Kinda,A,M,C,L/FP,KD,,,,,
2006,560,Boxholm,V,,,,,S,,,,
2006,561,Åtvidaberg,BL,M,,,,S,,,,
2006,562,Finspång,V,,,,,S,V,,,
2006,563,Valdemarsvik,A,M,C,L/FP,KD,,,,,
2006,580,Linköping,A,M,C,L/FP,KD,,,,,
2006,581,Norrköping,V,,,,,S,V,MP,,
2006,582,Söderköping,A,M,C,L/FP,KD,,,,,
2006,583,Motala,A,M,C,L/FP,KD,,,MP,,ÖP
2006,584,Vadstena,BL,M,,,,S,,,,
2006,586,Mjölby,A,M,C,L/FP,KD,,,,,ÖP
2006,604,Aneby,A,M,C,L/FP,KD,,,,,
2006,617,Gnosjö,A,M,C,L/FP,KD,,,,,
2006,642,Mullsjö,A,M,C,L/FP,KD,,,,,ÖP
2006,643,Habo,BL,M,C,L/FP,KD,S,,,,
2006,662,Gislaved,A,M,C,L/FP,KD,,,,,
2006,665,Vaggeryd,A,M,C,L/FP,KD,,,,,
2006,680,Jönköping,A,M,C,L/FP,KD,,,MP,,
2006,682,Nässjö,V,,,,,S,V,,,ÖP
2006,683,Värnamo,A,M,C,L/FP,KD,,,,,
2006,684,Sävsjö,A,M,C,L/FP,KD,,,,,
2006,685,Vetlanda,A,M,C,L/FP,KD,,,,,
2006,686,Eksjö,A,M,C,L/FP,KD,,,,,
2006,687,Tranås,A,M,C,L/FP,KD,,,,,
2006,760,Uppvidinge,A,M,C,L/FP,KD,,,,,
2006,761,Lessebo,V,,,,,S,,,,
2006,763,Tingsryd,A,M,C,L/FP,KD,,,,,
2006,764,Alvesta,BL,,C,L/FP,,S,,,,
2006,765,Älmhult,A,M,C,L/FP,KD,,,MP,,
2006,767,Markaryd,A,M,C,L/FP,KD,,,,,
2006,780,Växjö,A,M,C,L/FP,KD,,,,,
2006,781,Ljungby,V,,,,,S,,,,
2006,821,Högsby,A,M,C,L/FP,KD,,,MP,,ÖP
2006,834,Torsås,V,,,,,S,V,,,ÖP
2006,840,Mörbylånga,A,M,C,L/FP,KD,,,MP,,ÖP
2006,860,Hultsfred,V,,,,,S,V,,,
2006,861,Mönsterås,A,M,C,L/FP,KD,,,,,
2006,862,Emmaboda,V,,,,,S,V,,,
2006,880,Kalmar,V,,,,,S,V,MP,,
2006,881,Nybro,V,,,,,S,V,MP,,
2006,882,Oskarshamn,V,,,,,S,V,,,
2006,883,Västervik,A,M,C,L/FP,KD,,,,,ÖP
2006,884,Vimmerby,A,M,C,L/FP,KD,,,,,
2006,885,Borgholm,A,M,C,L/FP,KD,,,MP,,
2006,980,Gotland,A,M,C,L/FP,KD,,,,,
2006,1060,Olofström,V,,,,,S,,,,
2006,1080,Karlskrona,A,M,C,L/FP,KD,,,MP,,
2006,1081,Ronneby,BL,,,L/FP,KD,S,,,,
2006,1082,Karlshamn,BL,,,L/FP,KD,S,,,,
2006,1083,Sölvesborg,V,,,,,S,V,,,ÖP
2006,1214,Svalöv,BL,M,,,,S,,,,
2006,1230,Staffanstorp,A,M,,L/FP,KD,,,,,
2006,1231,Burlöv,BL,M,,,,S,,,,
2006,1233,Vellinge,A,M,,,,,,,,
2006,1256,Östra Göinge,V,,,,,S,,,,
2006,1257,Örkelljunga,A,M,C,,KD,,,,,ÖP
2006,1260,Bjuv,V,,,,,S,V,,,
2006,1261,Kävlinge,A,M,C,L/FP,KD,,,,,
2006,1262,Lomma,A,M,C,L/FP,KD,,,,,ÖP
2006,1263,Svedala,BL,,,,,,,,,
2006,1264,Skurup,A,M,C,L/FP,KD,,,,,
2006,1265,Sjöbo,A,M,C,L/FP,,,,,,
2006,1266,Hörby,A,M,C,L/FP,KD,,,MP,,
2006,1267,Höör,A,M,C,L/FP,KD,,,,,
2006,1270,Tomelilla,A,M,C,L/FP,KD,,,,,ÖP
2006,1272,Bromölla,V,,,,,S,,,,
2006,1273,Osby,A,M,C,L/FP,KD,,,,,
2006,1275,Perstorp,V,,,,,S,V,,,
2006,1276,Klippan,A,M,C,L/FP,KD,,,,,
2006,1277,Åstorp,BL,,C,,,S,,,,
2006,1278,Båstad,A,M,,L/FP,,,,,,ÖP
2006,1280,Malmö,V,,,,,S,V,MP,,
2006,1281,Lund,A,M,C,L/FP,KD,,,,,
2006,1282,Landskrona,A,M,,L/FP,,,,MP,,
2006,1283,Helsingborg,A,M,C,L/FP,KD,,,,,ÖP
2006,1284,Höganäs,A,M,C,L/FP,KD,,,,,
2006,1285,Eslöv,V,,,,,S,V,MP,,
2006,1286,Ystad,A,M,C,L/FP,KD,,,,,ÖP
2006,1287,Trelleborg,A,M,C,L/FP,KD,,,MP,,ÖP
2006,1290,Kristianstad,A,M,C,L/FP,,,,,,ÖP
2006,1291,Simrishamn,A,M,C,L/FP,KD,,,,,ÖP
2006,1292,Ängelholm,A,M,C,L/FP,KD,,,,,ÖP
2006,1293,Hässleholm,A,M,C,L/FP,KD,,,,,ÖP
2006,1315,Hylte,BL,M,C,L/FP,,S,V,,,
2006,1380,Halmstad,A,M,C,L/FP,KD,,,,,ÖP
2006,1381,Laholm,A,M,C,L/FP,KD,,,,,
2006,1382,Falkenberg,A,M,C,L/FP,KD,,,,,ÖP
2006,1383,Varberg,A,M,C,L/FP,KD,,,,,ÖP
2006,1384,Kungsbacka,A,M,C,L/FP,KD,,,,,
2006,1401,Härryda,A,M,C,L/FP,KD,,,,,
2006,1402,Partille,A,M,C,L/FP,KD,,,,,
2006,1407,Öckerö,A,M,,L/FP,KD,,,,,
2006,1415,Stenungsund,A,M,C,L/FP,KD,,,MP,,
2006,1419,Tjörn,A,,C,L/FP,,S,,,,
2006,1421,Orust,A,M,C,L/FP,KD,,,,,
2006,1427,Sotenäs,A,M,C,L/FP,KD,,,,,ÖP
2006,1430,Munkedal,A,M,C,,KD,,,MP,,ÖP
2006,1435,Tanum,A,M,C,L/FP,KD,,,,,
2006,1438,Dals-Ed,A,M,C,,KD,,,,,
2006,1439,Färgelanda,A,M,C,L/FP,KD,,,,,
2006,1440,Ale,V,,,,,S,V,MP,,
2006,1441,Lerum,A,M,C,L/FP,KD,,,,,
2006,1442,Vårgårda,A,M,C,L/FP,KD,,,,,
2006,1443,Bollebygd,A,M,C,L/FP,KD,,,,,
2006,1444,Grästorp,A,M,C,L/FP,KD,,,,,
2006,1445,Essunga,A,M,C,,KD,,,,,
2006,1446,Karlsborg,A,M,C,L/FP,KD,,,,,
2006,1447,Gullspång,BL,,C,,,S,,,,
2006,1452,Tranemo,A,M,C,L/FP,KD,,,,,
2006,1460,Bengtsfors,B,M,C,L/FP,KD,,,,,
2006,1461,Mellerud,A,M,C,L/FP,KD,,,,,
2006,1462,Lilla Edet,A,M,C,L/FP,KD,,,MP,,
2006,1463,Mark,V,,,,,S,V,,,
2006,1465,Svenljunga,A,M,C,L/FP,KD,,,,,
2006,1466,Herrljunga,A,M,C,L/FP,KD,,,,,
2006,1470,Vara,A,M,C,L/FP,KD,,,,,
2006,1471,Götene,A,M,C,L/FP,KD,,,,,
2006,1472,Tibro,A,M,C,L/FP,KD,,,,,
2006,1473,Töreboda,BL,,C,,,S,,,,
2006,1480,Göteborg,V,,,,,S,V,MP,,
2006,1481,Mölndal,A,M,C,L/FP,KD,,,,,ÖP
2006,1482,Kungälv,A,M,C,L/FP,KD,,,,,
2006,1484,Lysekil,A,M,C,L/FP,KD,,,,,
2006,1485,Uddevalla,A,M,C,L/FP,KD,,,,,ÖP
2006,1486,Strömstad,V,,,,,S,V,,,ÖP
2006,1487,Vänersborg,BL,,C,,,S,,,,
2006,1488,Trollhättan,V,,,,,S,,,,
2006,1489,Alingsås,A,M,C,L/FP,KD,,,,,
2006,1490,Borås,A,M,C,L/FP,KD,,,MP,,ÖP
2006,1491,Ulricehamn,A,M,C,L/FP,KD,,,,,
2006,1492,Åmål,A,,C,L/FP,KD,,,,,
2006,1493,Mariestad,BL,,C,,,S,,MP,,
2006,1494,Lidköping,V,,,,,S,V,MP,,
2006,1495,Skara,A,M,C,L/FP,KD,,,,,
2006,1496,Skövde,A,M,C,L/FP,KD,,,,,
2006,1497,Hjo,A,M,C,L/FP,KD,,,,,
2006,1498,Tidaholm,V,,,,,S,,,,
2006,1499,Falköping,B,M,C,L/FP,KD,,,,,
2006,1715,Kil,BL,,,,KD,S,,MP,,
2006,1730,Eda,V,,,,,S,,,,ÖP
2006,1737,Torsby,V,,,,,S,,,,
2006,1760,Storfors,V,,,,,S,V,,,
2006,1761,Hammarö,V,,,,,S,V,MP,,
2006,1762,Munkfors,V,,,,,S,V,,,
2006,1763,Forshaga,V,,,,,S,,,,
2006,1764,Grums,V,,,,,S,,,,
2006,1765,Årjäng,A,M,C,L/FP,KD,,,,,
2006,1766,Sunne,A,M,C,L/FP,KD,,,,,
2006,1780,Karlstad,V,,,,,S,V,MP,,
2006,1781,Kristinehamn,A,M,C,L/FP,KD,,,,,ÖP
2006,1782,Filipstad,V,,,,,S,,,,
2006,1783,Hagfors,V,,,,,S,,,,
2006,1784,Arvika,V,,,,,S,V,MP,,
2006,1785,Säffle,A,M,C,L/FP,KD,,,,,
2006,1814,Lekeberg,A,M,C,L/FP,KD,,,,,
2006,1860,Laxå,V,,,,,S,V,,,
2006,1861,Hallsberg,V,,,,,S,,,,
2006,1862,Degerfors,BL,M,C,L/FP,KD,S,,,,
2006,1863,Hällefors,V,,,,,S,,,,
2006,1864,Ljusnarsberg,V,,,,,S,V,,,
2006,1880,Örebro,A,M,C,L/FP,KD,,,MP,,
2006,1881,Kumla,V,,,,,S,,,,
2006,1882,Askersund,BL,,C,,,S,,,,
2006,1883,Karlskoga,V,,,,,S,,,,
2006,1884,Nora,V,,,,,S,V,,,
2006,1885,Lindesberg,BL,M,C,L/FP,KD,,V,,,
2006,1904,Skinnskatteberg,A,M,C,L/FP,KD,,,,,ÖP
2006,1907,Surahammar,V,,,,,S,,,,
2006,1960,Kungsör,BL,,C,,,S,,,,
2006,1961,Hallstahammar,V,,,,,S,V,,,
2006,1962,Norberg,V,,,,,S,V,,,
2006,1980,Västerås,A,M,C,L/FP,KD,,,MP,,
2006,1981,Sala,A,M,C,L/FP,KD,,,,,
2006,1982,Fagersta,V,,,,,,V,,,
2006,1983,Köping,V,,,,,S,V,MP,,
2006,1984,Arboga,V,,,,,S,V,,,
2006,2021,Vansbro,A,M,C,L/FP,KD,,,,,
2006,2023,Malung- Sälen,B,M,C,L/FP,KD,,,,,ÖP
2006,2026,Gagnef,A,M,C,L/FP,KD,,,,,
2006,2029,Leksand,B,M,C,L/FP,KD,,,,,
2006,2031,Rättvik,A,M,C,L/FP,KD,,,MP,,ÖP
2006,2034,Orsa,V,,,,,S,V,MP,,
2006,2039,Älvdalen,BL,,,L/FP,,S,,MP,,
2006,2061,Smedjebacken,V,,,,,S,V,,,
2006,2062,Mora,BL,,C,,,S,,,,
2006,2080,Falun,A,M,C,L/FP,KD,,,,,ÖP
2006,2081,Borlänge,V,,,,,S,V,MP,,
2006,2082,Säter,BL,,,L/FP,,S,V,MP,,
2006,2083,Hedemora,V,,,,,S,V,MP,,
2006,2084,Avesta,V,,,,,S,V,MP,,
2006,2085,Ludvika,V,,,,,S,V,,,
2006,2101,Ockelbo,BL,M,C,,KD,S,V,MP,,
2006,2104,Hofors,V,,,,,S,V,MP,,
2006,2121,Ovanåker,A,M,C,L/FP,KD,,,,,
2006,2132,Nordanstig,A,M,C,,KD,,,,,
2006,2161,Ljusdal,BL,,C,L/FP,,S,,,,
2006,2180,Gävle,V,,,,,S,V,MP,,
2006,2181,Sandviken,BL,,C,,,S,,,,
2006,2182,Söderhamn,BL,,C,,,S,,,,
2006,2183,Bollnäs,B,M,C,L/FP,KD,,,,,ÖP
2006,2184,Hudiksvall,V,,,,,S,V,,,
2006,2260,Ånge,V,,,,,S,,,,
2006,2262,Timrå,V,,,,,S,,,,
2006,2280,Härnösand,A,M,C,L/FP,KD,,,,,ÖP
2006,2281,Sundsvall,V,,,,,S,V,MP,,
2006,2282,Kramfors,V,,,,,S,V,MP,,
2006,2283,Sollefteå,V,,,,,S,V,,,
2006,2284,Örnsköldsvik,V,,,,,S,,,,
2006,2303,Ragunda,BL,,C,,,S,,,,
2006,2305,Bräcke,V,,,,,S,V,,,
2006,2309,Krokom,A,M,C,L/FP,KD,,,MP,,
2006,2313,Strömsund,A,M,C,L/FP,,,,,,ÖP
2006,2321,Åre,A,M,C,L/FP,KD,,,,,
2006,2326,Berg,BL,M,C,,KD,,V,,,ÖP
2006,2361,Härjedalen,BL,,C,L/FP,,S,,,,
2006,2380,Östersund,V,,,,,S,V,MP,,
2006,2401,Nordmaling,A,M,C,L/FP,KD,,,,,
2006,2403,Bjurholm,A,M,C,L/FP,KD,,,,,
2006,2404,Vindeln,BL,,C,,,S,,,,
2006,2409,Robertsfors,A,M,C,,KD,,,,,
2006,2417,Norsjö,V,,,,,S,V,,,
2006,2418,Malå,A,,C,L/FP,KD,,,,,ÖP
2006,2421,Storuman,BL,M,C,L/FP,KD,,V,,,
2006,2422,Sorsele,A,M,C,L/FP,KD,,,,,
2006,2425,Dorotea,A,,C,L/FP,,,,,,ÖP
2006,2460,Vännäs,V,,,,,S,V,MP,,
2006,2462,Vilhelmina,A,M,C,L/FP,KD,,,,,
2006,2463,Åsele,V,,,,,S,V,,,
2006,2480,Umeå,V,,,,,S,,,,
2006,2481,Lycksele,V,,,,,S,,,,
2006,2482,Skellefteå,V,,,,,S,,,,
2006,2505,Arvidsjaur,BL,M,C,L/FP,,S,V,,,
2006,2506,Arjeplog,BL,,,L/FP,,S,,,,
2006,2510,Jokkmokk,BL,M,C,L/FP,,,V,MP,,ÖP
2006,2513,Överkalix,BL,M,C,L/FP,,S,V,MP,,
2006,2514,Kalix,BL,,C,,,S,,,,
2006,2518,Övertorneå,V,,,,,S,V,,,ÖP
2006,2521,Pajala,V,,,,,S,V,,,
2006,2523,Gällivare,V,,,,,S,V,,,ÖP
2006,2560,Älvsbyn,V,,,,,S,,,,
2006,2580,Luleå,V,,,,,S,,,,
2006,2581,Piteå,V,,,,,S,,,,
2006,2582,Boden,BL,M,C,L/FP,,,V,MP,,ÖP
2006,2583,Haparanda,V,,,,,S,,,,
2006,2584,Kiruna,BL,M,,,KD,S,,MP,,ÖP
2010,114,Upplands väsby,A,M,C,L/FP,KD,,,,,
2010,115,Vallentuna,A,M,C,L/FP,KD,,,,,
2010,117,Österåker,A,M,C,L/FP,KD,,,,,ÖP
2010,120,Värmdö,A,M,,L/FP,KD,,,MP,,
2010,123,Järfälla,A,M,C,L/FP,KD,,,,,
2010,125,Ekerö,A,M,C,L/FP,KD,,,,,
2010,126,Huddinge,A,M,C,L/FP,KD,,,,,ÖP
2010,127,Botkyrka,V,,,,,S,V,MP,,
2010,128,Salem,A,M,C,L/FP,KD,,,,,
2010,136,Haninge,A,M,C,L/FP,KD,,,MP,,
2010,138,Tyresö,A,M,C,L/FP,KD,,,,,
2010,139,Upplands-Bro,A,M,C,L/FP,KD,,,,,
2010,140,Nykvarn,A,M,C,L/FP,,,,,,ÖP
2010,160,Täby,A,M,C,L/FP,KD,,,,,
2010,162,Danderyd,A,M,C,L/FP,KD,,,,,
2010,163,Sollentuna,A,M,C,L/FP,KD,,,,,
2010,180,Stockholm,A,M,C,L/FP,KD,,,,,
2010,181,Södertälje,V,,,,,S,V,MP,,
2010,182,Nacka,A,M,C,L/FP,KD,,,,,
2010,183,Sundbyberg,BL,,C,,KD,S,,MP,,
2010,184,Solna,A,M,C,L/FP,KD,,,,,
2010,186,Lidingö,A,M,,L/FP,KD,,,,,
2010,187,Vaxholm,A,M,C,L/FP,,,,,,
2010,188,Norrtälje,A,M,C,L/FP,KD,,,,,
2010,191,Sigtuna,BL,,C,,,S,,MP,,
2010,192,Nynäshamn,BL,,,L/FP,,S,,,,
2010,305,Håbo,V,,,,,S,V,MP,,ÖP
2010,319,Älvkarleby,V,,,,,S,V,,,
2010,330,Knivsta,A,M,C,L/FP,KD,,,,,ÖP
2010,331,Heby,A,M,C,L/FP,KD,,,MP,,
2010,360,Tierp,V,,,,,S,V,MP,,
2010,380,Uppsala,A,M,C,L/FP,KD,,,,,
2010,381,Enköping,A,M,C,L/FP,KD,,,,,
2010,382,Östhammar,BL,,C,,,S,,,,
2010,428,Vingåker,V,,,,,S,,,,
2010,461,Gnesta,V,,,,,S,V,MP,,
2010,480,Nyköping,V,,,,,S,V,MP,,
2010,481,Oxelösund,V,,,,,S,V,,,
2010,482,Flen,V,,,,,S,V,,,ÖP
2010,483,Katrineholm,BL,M,,,,S,,,,
2010,484,Eskilstuna,V,,,,,S,V,MP,,
2010,486,Strängnäs,BL,,C,L/FP,,S,,,,
2010,488,Trosa,A,M,C,L/FP,KD,,,,,
2010,509,Ödeshög,A,M,C,,KD,,,,,
2010,512,Ydre,A,M,C,,KD,,,,,
2010,513,Kinda,A,M,C,,KD,,,MP,,
2010,560,Boxholm,V,,,,,S,,,,
2010,561,Åtvidaberg,BL,M,,,,S,,,,
2010,562,Finspång,V,,,,,S,V,MP,,
2010,563,Valdemarsvik,A,M,C,L/FP,KD,,,,,ÖP
2010,580,Linköping,A,M,C,L/FP,KD,,,,,
2010,581,Norrköping,V,,,,,S,V,MP,,
2010,582,Söderköping,A,M,C,L/FP,KD,,,,,
2010,583,Motala,V,,,,,S,V,MP,,
2010,584,Vadstena,A,M,C,L/FP,KD,,,,,
2010,586,Mjölby,V,,,,,S,V,MP,,
2010,604,Aneby,A,M,C,L/FP,KD,,,,,
2010,617,Gnosjö,A,M,C,L/FP,KD,,,,,
2010,642,Mullsjö,A,M,C,L/FP,KD,,,,,
2010,643,Habo,A,M,C,L/FP,KD,,,,,
2010,662,Gislaved,A,M,C,L/FP,KD,,,MP,,
2010,665,Vaggeryd,BL,,C,,,S,V,MP,,
2010,680,Jönköping,A,M,C,L/FP,KD,,,MP,,
2010,682,Nässjö,BL,,C,L/FP,,S,,,,
2010,683,Värnamo,A,M,C,L/FP,KD,,,,,
